output_id,standard_code,sequence,activity_name,duration_text
MUBS/P1/OBJ1/TLSS/FGSR/S001-O29,MUBS/P1/OBJ1/TLSS/FGSR/S001,9,Plagiarism Check,1 Day
MUBS/P1/OBJ1/TLSS/FGSR/S001-O29,MUBS/P1/OBJ1/TLSS/FGSR/S001,10,Submission for examination and Feedback,8 Weeks
MUBS/P1/OBJ1/TLSS/FGSR/S001-O29,MUBS/P1/OBJ1/TLSS/FGSR/S001,11,Oral Examination (Viva Voce/Public Defence),2 Weeks after receipt of feedback
MUBS/P1/OBJ1/TLSS/FGSR/S001-O29,MUBS/P1/OBJ1/TLSS/FGSR/S001,12,Recommendations,1 Weeks
MUBS/P1/OBJ1/TLSS/FGSR/S001-O29,MUBS/P1/OBJ1/TLSS/FGSR/S001,13,Submit Corrected Dissertation/Thesis/Project,1 Week
MUBS/P1/OBJ1/TLSS/SR/S003-O30,MUBS/P1/OBJ1/TLSS/SR/S003,1,Internal (students already admitted (Continuous) and External,As schedule
MUBS/P1/OBJ1/TLSS/SR/S003-O30,MUBS/P1/OBJ1/TLSS/SR/S003,2,Identify Target Schools,End of Term I
MUBS/P1/OBJ1/TLSS/SR/S003-O30,MUBS/P1/OBJ1/TLSS/SR/S003,3,Engage School Administrations and Secure Dates,1 month
MUBS/P1/OBJ1/TLSS/SR/S003-O30,MUBS/P1/OBJ1/TLSS/SR/S003,4,Develop Customized Presentations,2 Weeks
MUBS/P1/OBJ1/TLSS/SR/S003-O30,MUBS/P1/OBJ1/TLSS/SR/S003,5,"Deploy Career Facilitators, Faculty Representatives, and Student Ambassadors",2 Weeks
MUBS/P1/OBJ1/TLSS/SR/S003-O30,MUBS/P1/OBJ1/TLSS/SR/S003,6,Conduct Career Guidance Sessions and Fairs,2 Working Days
MUBS/P1/OBJ1/TLSS/SR/S003-O30,MUBS/P1/OBJ1/TLSS/SR/S003,8,Feedback and Follow Up,Within 2 Weeks
MUBS/P1/OBJ1/TLSS/SR/S003-O30,MUBS/P1/OBJ1/TLSS/SR/S003,9,Compile and Submit Annual Impact Report,1 week
MUBS/P1/OBJ1/TLSS/SR/S003-O31,MUBS/P1/OBJ1/TLSS/SR/S003,1,Mapping potential partners,Monthly
MUBS/P1/OBJ1/TLSS/SR/S003-O31,MUBS/P1/OBJ1/TLSS/SR/S003,2,Initial outreach & introduction,Within 7 days of identification
MUBS/P1/OBJ1/TLSS/SR/S003-O31,MUBS/P1/OBJ1/TLSS/SR/S003,3,Needs assessment meeting,Within 14 days
MUBS/P1/OBJ1/TLSS/SR/S003-O31,MUBS/P1/OBJ1/TLSS/SR/S003,4,Drafting partnership proposal,Within 21 days
MUBS/P1/OBJ1/TLSS/SR/S003-O31,MUBS/P1/OBJ1/TLSS/SR/S003,5,Internal review & approval,Within 25 days
MUBS/P1/OBJ1/TLSS/SR/S003-O31,MUBS/P1/OBJ1/TLSS/SR/S003,6,Signing MoU/ Agreement,Within 30 days
MUBS/P1/OBJ1/TLSS/SR/S003-O31,MUBS/P1/OBJ1/TLSS/SR/S003,7,Onboarding employer into partnership database,Within 3 days after signing
MUBS/P1/OBJ1/TLSS/SR/S003-O31,MUBS/P1/OBJ1/TLSS/SR/S003,8,Implementation of partnership activities,Continuous
MUBS/P1/OBJ1/TLSS/SR/S003-O31,MUBS/P1/OBJ1/TLSS/SR/S003,9,Annual partnership review & renewal,Every December
MUBS/P1/OBJ1/TLSS/SR/S003-O32,MUBS/P1/OBJ1/TLSS/SR/S003,1,"Obtain Information from the Office of the School Registrar and Mak about Postgraduate, Undergraduate programmes and the Certificate and Diploma programmes in 1-2 days",
MUBS/P1/OBJ1/TLSS/SR/S003-O32,MUBS/P1/OBJ1/TLSS/SR/S003,2,Initiate form 5 requests to Principal to run an advert for these Programmes.,3-4 days
MUBS/P1/OBJ1/TLSS/SR/S003-O32,MUBS/P1/OBJ1/TLSS/SR/S003,3,"Send Artwork for design to the chosen Print Media; 1 day,",
MUBS/P1/OBJ1/TLSS/SR/S003-O32,MUBS/P1/OBJ1/TLSS/SR/S003,4,"Print Media sends back artwork for approval by PRO; 1 day,",
MUBS/P1/OBJ1/TLSS/SR/S003-O32,MUBS/P1/OBJ1/TLSS/SR/S003,5,Artwork studied by PRO and approval 2 days,
MUBS/P1/OBJ1/TLSS/SR/S003-O32,MUBS/P1/OBJ1/TLSS/SR/S003,6,Artwork runs in the Print and Digital Media,1 day
MUBS/P1/OBJ1/TLSS/SR/S003-O32,MUBS/P1/OBJ1/TLSS/SR/S003,7,Performance report by PRO sent to PDU. 1day,
MUBS/P2/OBJ1/IDDT/S&P/S001-O33,MUBS/P2/OBJ1/IDDT/S&P/S001,1,Issue Planning Guidelines,1 day
MUBS/P2/OBJ1/IDDT/S&P/S001-O33,MUBS/P2/OBJ1/IDDT/S&P/S001,2,Receive and Consolidate Unit Plans and Budgets,2 weeks
MUBS/P2/OBJ1/IDDT/S&P/S001-O33,MUBS/P2/OBJ1/IDDT/S&P/S001,3,Conduct Stakeholder Consultations,1 week
MUBS/P2/OBJ1/IDDT/S&P/S001-O33,MUBS/P2/OBJ1/IDDT/S&P/S001,4,Align Strategic Priorities with Budget Resources,1 week
MUBS/P2/OBJ1/IDDT/S&P/S001-O33,MUBS/P2/OBJ1/IDDT/S&P/S001,5,Compile and Review Consolidated Plans and Performance Reports,1 week
MUBS/P2/OBJ1/IDDT/S&P/S001-O33,MUBS/P2/OBJ1/IDDT/S&P/S001,6,Present to Management,
MUBS/P2/OBJ1/IDDT/S&P/S001-O33,MUBS/P2/OBJ1/IDDT/S&P/S001,7,Incorporate Feedback and Revise Documents,2 days
MUBS/P2/OBJ1/IDDT/S&P/S001-O33,MUBS/P2/OBJ1/IDDT/S&P/S001,8,Submit Budget for Approval by Management and Council,1 week
MUBS/P2/OBJ1/IDDT/S&P/S001-O33,MUBS/P2/OBJ1/IDDT/S&P/S001,9,Communicate Approved Targets for Implementation,2 days
MUBS/P2/OBJ1/IDDT/S&P/S001-O34,MUBS/P2/OBJ1/IDDT/S&P/S001,1,Identify Strategic Project Priorities and Targets,1 week
MUBS/P2/OBJ1/IDDT/S&P/S001-O34,MUBS/P2/OBJ1/IDDT/S&P/S001,2,Develop Concept Notes,within 2 months
MUBS/P2/OBJ1/IDDT/S&P/S001-O34,MUBS/P2/OBJ1/IDDT/S&P/S001,3,Submit Concept Notes to Development Committee,1 day
MUBS/P2/OBJ1/IDDT/S&P/S001-O34,MUBS/P2/OBJ1/IDDT/S&P/S001,4,"Refine and Submit to NPA, MoFPED, and Other Relevant Authorities",up to 1 month
MUBS/P2/OBJ1/IDDT/S&P/S001-O34,MUBS/P2/OBJ1/IDDT/S&P/S001,5,Conduct Feasibility Studies,3 months
MUBS/P2/OBJ1/IDDT/S&P/S001-O34,MUBS/P2/OBJ1/IDDT/S&P/S001,6,Submit Feasibility Reports for Approval,1 week
MUBS/P2/OBJ1/IDDT/S&P/S001-O34,MUBS/P2/OBJ1/IDDT/S&P/S001,7,Submit Implementation Plans to Development Committee,1 week
MUBS/P2/OBJ1/IDDT/S&P/S001-O34,MUBS/P2/OBJ1/IDDT/S&P/S001,8,Coordinate Development of Technical Designs and Specifications,6 months
MUBS/P2/OBJ1/IDDT/S&P/S001-O34,MUBS/P2/OBJ1/IDDT/S&P/S001,9,Submit Progress Reports to Management,1 week
MUBS/P2/OBJ1/IDDT/S&P/S001-O34,MUBS/P2/OBJ1/IDDT/S&P/S001,10,Support Transition to Project Implementation,as per workplan
MUBS/P2/OBJ1/IDDT/S&P/S001-O35,MUBS/P2/OBJ1/IDDT/S&P/S001,1,Draft and seek approval for Strategic Planning Roadmap and Budget,1 week
MUBS/P2/OBJ1/IDDT/S&P/S001-O35,MUBS/P2/OBJ1/IDDT/S&P/S001,2,Conduct Institutional Performance Review and SWOT Analysis,1 month
MUBS/P2/OBJ1/IDDT/S&P/S001-O35,MUBS/P2/OBJ1/IDDT/S&P/S001,3,Hold Stakeholder Consultations and Validation Workshops,2 weeks
MUBS/P2/OBJ1/IDDT/S&P/S001-O35,MUBS/P2/OBJ1/IDDT/S&P/S001,4,"Define Strategic Pillars, Objectives, and KPIs",3 weeks
MUBS/P2/OBJ1/IDDT/S&P/S001-O35,MUBS/P2/OBJ1/IDDT/S&P/S001,5,Develop Strategic Plan Framework and Results Matrix,2 weeks
MUBS/P2/OBJ1/IDDT/S&P/S001-O35,MUBS/P2/OBJ1/IDDT/S&P/S001,6,Align Costing with Resources,1 week
MUBS/P2/OBJ1/IDDT/S&P/S001-O35,MUBS/P2/OBJ1/IDDT/S&P/S001,7,Prepare Draft Strategic Plan,
MUBS/P2/OBJ1/IDDT/S&P/S001-O35,MUBS/P2/OBJ1/IDDT/S&P/S001,8,Validate with Management and NPA,1 week
MUBS/P2/OBJ1/IDDT/S&P/S001-O35,MUBS/P2/OBJ1/IDDT/S&P/S001,9,Revise and Finalize the Plan,2 weeks
MUBS/P2/OBJ1/IDDT/S&P/S001-O35,MUBS/P2/OBJ1/IDDT/S&P/S001,10,Submit to Council for Approval,1 week
MUBS/P2/OBJ1/IDDT/S&P/S001-O35,MUBS/P2/OBJ1/IDDT/S&P/S001,11,Publish and Launch the Strategic Plan,1 week
MUBS/P2/OBJ1/IDDT/S&P/S001-O35,MUBS/P2/OBJ1/IDDT/S&P/S001,12,Communicate Implementation Targets and Responsibilities,1 week
MUBS/P2/OBJ2/IDDT/E&W/S001-O36,MUBS/P2/OBJ2/IDDT/E&W/S001,1,Draft workplans for submission to development committee,
MUBS/P2/OBJ2/IDDT/E&W/S001-O36,MUBS/P2/OBJ2/IDDT/E&W/S001,2,Constitute teams to draft designs,
MUBS/P2/OBJ2/IDDT/E&W/S001-O36,MUBS/P2/OBJ2/IDDT/E&W/S001,3,Conduct technical review and compliance verification,
MUBS/P2/OBJ2/IDDT/E&W/S001-O36,MUBS/P2/OBJ2/IDDT/E&W/S001,4,Submit designs to management for approval,
MUBS/P2/OBJ2/IDDT/E&W/S001-O36,MUBS/P2/OBJ2/IDDT/E&W/S001,5,Obtain regulatory clearance and approvals,
MUBS/P2/OBJ2/IDDT/E&W/S001-O36,MUBS/P2/OBJ2/IDDT/E&W/S001,6,Submit to management for implementation,procurement
MUBS/P2/OBJ2/IDDT/E&W/S001-O36,MUBS/P2/OBJ2/IDDT/E&W/S001,7,construction project management and quality control,
MUBS/P2/OBJ2/IDDT/E&W/S001-O36,MUBS/P2/OBJ2/IDDT/E&W/S001,8,Report to management,
MUBS/P2/OBJ2/IDDT/E&W/S001-O37,MUBS/P2/OBJ2/IDDT/E&W/S001,1,Draft and Submit Maintenance Plans and Budget to Development Committee for Approval,before beginning of financial year
MUBS/P2/OBJ2/IDDT/E&W/S001-O37,MUBS/P2/OBJ2/IDDT/E&W/S001,2,Maintenance and Repair requests,1 Week
MUBS/P2/OBJ2/IDDT/E&W/S001-O37,MUBS/P2/OBJ2/IDDT/E&W/S001,3,Implement as per workplan,
MUBS/P2/OBJ2/IDDT/E&W/S001-O37,MUBS/P2/OBJ2/IDDT/E&W/S001,4,Routine inspections,weekly
MUBS/P2/OBJ2/IDDT/E&W/S001-O37,MUBS/P2/OBJ2/IDDT/E&W/S001,5,Fault logging,instant
MUBS/P2/OBJ2/IDDT/E&W/S001-O37,MUBS/P2/OBJ2/IDDT/E&W/S001,6,Submit reports to Management,Weekly
MUBS/P2/OBJ2/IDDT/E&W/S001-O38,MUBS/P2/OBJ2/IDDT/E&W/S001,1,Conduct monthly Monitoring using an appropriate tool,
MUBS/P2/OBJ2/IDDT/E&W/S001-O38,MUBS/P2/OBJ2/IDDT/E&W/S001,2,Routine Data Collection and Checks,
MUBS/P2/OBJ2/IDDT/E&W/S001-O38,MUBS/P2/OBJ2/IDDT/E&W/S001,3,Compile monthly Report,
MUBS/P2/OBJ2/IDDT/E&W/S001-O38,MUBS/P2/OBJ2/IDDT/E&W/S001,4,Submit Report to Principal,monthly
MUBS/P2/OBJ2/IDDT/E&W/S001-O39,MUBS/P2/OBJ2/IDDT/E&W/S001,1,"Conduct Accessibility Audit, map, develop costed workplans",Once every strategic planning period
MUBS/P2/OBJ2/IDDT/E&W/S001-O39,MUBS/P2/OBJ2/IDDT/E&W/S001,2,Obtain Development Committee Budget Approval,Every beginning of FY
MUBS/P2/OBJ2/IDDT/E&W/S001-O39,MUBS/P2/OBJ2/IDDT/E&W/S001,3,Secure Procurement and Administrative Approvals,
MUBS/P2/OBJ2/IDDT/E&W/S001-O39,MUBS/P2/OBJ2/IDDT/E&W/S001,4,Implement Accessibility Modifications,
MUBS/P2/OBJ2/IDDT/E&W/S001-O39,MUBS/P2/OBJ2/IDDT/E&W/S001,5,Monitor and Supervise Works,
MUBS/P2/OBJ2/IDDT/E&W/S001-O39,MUBS/P2/OBJ2/IDDT/E&W/S001,6,Conduct User Validation Audit with Special Needs Department,
MUBS/P2/OBJ2/IDDT/E&W/S001-O39,MUBS/P2/OBJ2/IDDT/E&W/S001,7,Undertake Final Adjustments,
MUBS/P2/OBJ2/IDDT/E&W/S001-O39,MUBS/P2/OBJ2/IDDT/E&W/S001,8,Approve and Sign Off Completed Works,
MUBS/P2/OBJ2/IDDT/E&W/S001-O39,MUBS/P2/OBJ2/IDDT/E&W/S001,9,Submit Final Compliance Report to Management,
MUBS/P2/OBJ2/IDDT/E&W/S001-O40,MUBS/P2/OBJ2/IDDT/E&W/S001,1,Conduct Daily Utility Infrastructure Inspections,
MUBS/P2/OBJ2/IDDT/E&W/S001-O40,MUBS/P2/OBJ2/IDDT/E&W/S001,2,Identify and Report Faults,
MUBS/P2/OBJ2/IDDT/E&W/S001-O40,MUBS/P2/OBJ2/IDDT/E&W/S001,3,Coordinate with Utility Service Providers,
MUBS/P2/OBJ2/IDDT/E&W/S001-O40,MUBS/P2/OBJ2/IDDT/E&W/S001,4,Manage Generator and Solar Backup Systems,
MUBS/P2/OBJ2/IDDT/E&W/S001-O40,MUBS/P2/OBJ2/IDDT/E&W/S001,5,Undertake Preventive Maintenance,
MUBS/P2/OBJ2/IDDT/E&W/S001-O40,MUBS/P2/OBJ2/IDDT/E&W/S001,6,Conduct Weekly Meter Readings and Consumption Monitoring,
MUBS/P2/OBJ2/IDDT/E&W/S001-O40,MUBS/P2/OBJ2/IDDT/E&W/S001,7,Perform Leak Detection and Efficiency Assessments,
MUBS/P2/OBJ2/IDDT/E&W/S001-O40,MUBS/P2/OBJ2/IDDT/E&W/S001,8,Analyse Consumption Trends,
MUBS/P2/OBJ2/IDDT/E&W/S001-O40,MUBS/P2/OBJ2/IDDT/E&W/S001,9,Verify and Reconcile Utility Invoices,
MUBS/P2/OBJ2/IDDT/E&W/S001-O40,MUBS/P2/OBJ2/IDDT/E&W/S001,10,Process Approved Utility Payments,
MUBS/P2/OBJ2/IDDT/E&W/S001-O40,MUBS/P2/OBJ2/IDDT/E&W/S001,11,Prepare Monthly Utility Performance Reports,
MUBS/P2/OBJ2/IDDT/E&W/S001-O40,MUBS/P2/OBJ2/IDDT/E&W/S001,12,Submit Reports and Recommendations to Management,
MUBS/P2/OBJ2/IDDT/E&W/S001-O41,MUBS/P2/OBJ2/IDDT/E&W/S001,1,Conduct Environmental Needs Assessment,1 week
MUBS/P2/OBJ2/IDDT/E&W/S001-O41,MUBS/P2/OBJ2/IDDT/E&W/S001,2,Compliance Risk Analysis,1 week
MUBS/P2/OBJ2/IDDT/E&W/S001-O41,MUBS/P2/OBJ2/IDDT/E&W/S001,3,Identify Environmental Risks and Sustainability Priorities,1 week
MUBS/P2/OBJ2/IDDT/E&W/S001-O41,MUBS/P2/OBJ2/IDDT/E&W/S001,4,Develop Sustainability Work Plan,1 week
MUBS/P2/OBJ2/IDDT/E&W/S001-O41,MUBS/P2/OBJ2/IDDT/E&W/S001,5,Submit to Management for Approval,1 day
MUBS/P2/OBJ2/IDDT/E&W/S001-O41,MUBS/P2/OBJ2/IDDT/E&W/S001,6,Develop and Disseminate Environmental Guidelines,as per workplan
MUBS/P2/OBJ2/IDDT/E&W/S001-O41,MUBS/P2/OBJ2/IDDT/E&W/S001,7,Implement Sustainability and Pollution Prevention Initiatives,as per schedule
MUBS/P2/OBJ2/IDDT/E&W/S001-O41,MUBS/P2/OBJ2/IDDT/E&W/S001,8,Monitor Implementation,
MUBS/P2/OBJ2/IDDT/E&W/S001-O41,MUBS/P2/OBJ2/IDDT/E&W/S001,9,Prepare and submit Environmental Compliance Reports to Management,
MUBS/P2/OBJ2/IDDT/E&W/S001-O41,MUBS/P2/OBJ2/IDDT/E&W/S001,10,Promote Continuous Environmental Improvement,
MUBS/P2/OBJ2/IDDT/E&W/S001-O42,MUBS/P2/OBJ2/IDDT/E&W/S001,1,Develop Environmental Protection workplan,
MUBS/P2/OBJ2/IDDT/E&W/S001-O42,MUBS/P2/OBJ2/IDDT/E&W/S001,2,Issue Environmental Protection standards,
MUBS/P2/OBJ2/IDDT/E&W/S001-O42,MUBS/P2/OBJ2/IDDT/E&W/S001,3,Sensitize User Units,
MUBS/P2/OBJ2/IDDT/E&W/S001-O42,MUBS/P2/OBJ2/IDDT/E&W/S001,4,Support Implementation of Waste Segregation and Environmental Practices,
MUBS/P2/OBJ2/IDDT/E&W/S001-O42,MUBS/P2/OBJ2/IDDT/E&W/S001,5,Monitor Waste Collection and Disposal,
MUBS/P2/OBJ2/IDDT/E&W/S001-O42,MUBS/P2/OBJ2/IDDT/E&W/S001,6,Inspect Campus Cleanliness and Green Spaces,
MUBS/P2/OBJ2/IDDT/E&W/S001-O42,MUBS/P2/OBJ2/IDDT/E&W/S001,7,Prevent Illegal Waste Burning,
MUBS/P2/OBJ2/IDDT/E&W/S001-O42,MUBS/P2/OBJ2/IDDT/E&W/S001,8,Identify Environmental Management Gaps,
MUBS/P2/OBJ2/IDDT/E&W/S001-O42,MUBS/P2/OBJ2/IDDT/E&W/S001,9,Develop Maintenance Cost Framework,
MUBS/P2/OBJ2/IDDT/E&W/S001-O42,MUBS/P2/OBJ2/IDDT/E&W/S001,10,Obtain Management Approval,
MUBS/P2/OBJ2/IDDT/E&W/S001-O42,MUBS/P2/OBJ2/IDDT/E&W/S001,11,Implement Environmental Improvement Actions,
MUBS/P2/OBJ2/IDDT/E&W/S001-O42,MUBS/P2/OBJ2/IDDT/E&W/S001,12,Evaluate Compliance and Performance,
MUBS/P2/OBJ2/IDDT/E&W/S001-O42,MUBS/P2/OBJ2/IDDT/E&W/S001,13,Submit Reports and Recommendations for Continuous Improvement,
MUBS/P2/OBJ2/IDDT/E&W/S001-O43,MUBS/P2/OBJ2/IDDT/E&W/S001,1,Identify Capacity-Building Needs and Objectives,
MUBS/P2/OBJ2/IDDT/E&W/S001-O43,MUBS/P2/OBJ2/IDDT/E&W/S001,2,Define Target Groups,
MUBS/P2/OBJ2/IDDT/E&W/S001-O43,MUBS/P2/OBJ2/IDDT/E&W/S001,3,Develop Environmental Training Programmes,
MUBS/P2/OBJ2/IDDT/E&W/S001-O43,MUBS/P2/OBJ2/IDDT/E&W/S001,4,Source Technical Training Materials,
MUBS/P2/OBJ2/IDDT/E&W/S001-O43,MUBS/P2/OBJ2/IDDT/E&W/S001,5,Customize Content to Institutional Needs,
MUBS/P2/OBJ2/IDDT/E&W/S001-O43,MUBS/P2/OBJ2/IDDT/E&W/S001,6,Develop Work Plan and Budget,
MUBS/P2/OBJ2/IDDT/E&W/S001-O43,MUBS/P2/OBJ2/IDDT/E&W/S001,7,Allocate Logistics and Training Facilities,
MUBS/P2/OBJ2/IDDT/E&W/S001-O43,MUBS/P2/OBJ2/IDDT/E&W/S001,8,Obtain Approval,
MUBS/P2/OBJ2/IDDT/E&W/S001-O43,MUBS/P2/OBJ2/IDDT/E&W/S001,9,Conduct Training and Awareness Sessions,
MUBS/P2/OBJ2/IDDT/E&W/S001-O43,MUBS/P2/OBJ2/IDDT/E&W/S001,10,Assess Learning and Collect Feedback,
MUBS/P2/OBJ2/IDDT/E&W/S001-O43,MUBS/P2/OBJ2/IDDT/E&W/S001,11,Prepare Training Reports,
MUBS/P2/OBJ2/IDDT/E&W/S001-O43,MUBS/P2/OBJ2/IDDT/E&W/S001,12,Monitor Application of Knowledge,
MUBS/P2/OBJ2/IDDT/E&W/S001-O43,MUBS/P2/OBJ2/IDDT/E&W/S001,13,Submit Reports to Management,
MUBS/P2/OBJ2/IDDT/E&W/S001-O44,MUBS/P2/OBJ2/IDDT/E&W/S001,1,Open and closing of classrooms/lecture halls for daily Use,
MUBS/P2/OBJ2/IDDT/E&W/S001-O44,MUBS/P2/OBJ2/IDDT/E&W/S001,2,Conduct daily Risk Assessment and Safety Inspection,
MUBS/P2/OBJ2/IDDT/E&W/S001-O44,MUBS/P2/OBJ2/IDDT/E&W/S001,3,Report Hazards and Obstructions and recommend the Implementation of Corrective Actions,daily
MUBS/P2/OBJ2/IDDT/E&W/S001-O44,MUBS/P2/OBJ2/IDDT/E&W/S001,4,Monitor Facilities and Learning Environment Throughout the Day and follow up with relevant offices,
MUBS/P2/OBJ2/IDDT/E&W/S001-O44,MUBS/P2/OBJ2/IDDT/E&W/S001,5,Prepare and submit Inspection and Maintenance Reports to management,one month
MUBS/P2/OBJ1/IDDT/MIS/S001-O46,MUBS/P2/OBJ1/IDDT/MIS/S001,1,ICT Infrastructure and network Needs Assessment,2 weeks
MUBS/P2/OBJ1/IDDT/MIS/S001-O46,MUBS/P2/OBJ1/IDDT/MIS/S001,2,ICT Infrastructure and Network Planning and Budget,1week
MUBS/P2/OBJ1/IDDT/MIS/S001-O46,MUBS/P2/OBJ1/IDDT/MIS/S001,3,Submit Assessment and Work Plan to Management for approval,
MUBS/P2/OBJ1/IDDT/MIS/S001-O46,MUBS/P2/OBJ1/IDDT/MIS/S001,4,Implement ICT Infrastructure and Network Activities,
MUBS/P2/OBJ1/IDDT/MIS/S001-O46,MUBS/P2/OBJ1/IDDT/MIS/S001,5,Monitor Performance & Resolve Issues,Daily
MUBS/P2/OBJ1/IDDT/MIS/S001-O46,MUBS/P2/OBJ1/IDDT/MIS/S001,6,Submit Reports to Management,Weekly
MUBS/P2/OBJ1/IDDT/MIS/S001-O47,MUBS/P2/OBJ1/IDDT/MIS/S001,1,Needs Assessment,1 month
MUBS/P2/OBJ1/IDDT/MIS/S001-O47,MUBS/P2/OBJ1/IDDT/MIS/S001,2,Database planning and Design,As per approved workplan
MUBS/P2/OBJ1/IDDT/MIS/S001-O47,MUBS/P2/OBJ1/IDDT/MIS/S001,3,Database Development,As per approved workplan
MUBS/P2/OBJ1/IDDT/MIS/S001-O47,MUBS/P2/OBJ1/IDDT/MIS/S001,4,Testing and Validation,1 month
MUBS/P2/OBJ1/IDDT/MIS/S001-O47,MUBS/P2/OBJ1/IDDT/MIS/S001,5,Approval and Deployment,2 weeks
MUBS/P2/OBJ1/IDDT/MIS/S001-O47,MUBS/P2/OBJ1/IDDT/MIS/S001,6,Update,where applicable
MUBS/P2/OBJ1/IDDT/MIS/S001-O47,MUBS/P2/OBJ1/IDDT/MIS/S001,7,Monitor Database Performance,2 weeks
MUBS/P2/OBJ1/IDDT/MIS/S001-O47,MUBS/P2/OBJ1/IDDT/MIS/S001,8,Submit Reports to Management,Within 1 Week
MUBS/P2/OBJ1/IDDT/MIS/S001-O48,MUBS/P2/OBJ1/IDDT/MIS/S001,1,Receive User Request,Immediate
MUBS/P2/OBJ1/IDDT/MIS/S001-O48,MUBS/P2/OBJ1/IDDT/MIS/S001,2,Log Ticket,Instant
MUBS/P2/OBJ1/IDDT/MIS/S001-O48,MUBS/P2/OBJ1/IDDT/MIS/S001,3,Categorize and Assign,Immediate
MUBS/P2/OBJ1/IDDT/MIS/S001-O48,MUBS/P2/OBJ1/IDDT/MIS/S001,4,Diagnose Issue,Within 30 Minutes
MUBS/P2/OBJ1/IDDT/MIS/S001-O48,MUBS/P2/OBJ1/IDDT/MIS/S001,5,Provide Support,Immediate
MUBS/P2/OBJ1/IDDT/MIS/S001-O48,MUBS/P2/OBJ1/IDDT/MIS/S001,6,Resolve and Restore Service,Within 1 hour
MUBS/P2/OBJ1/IDDT/MIS/S001-O48,MUBS/P2/OBJ1/IDDT/MIS/S001,7,Escalate Complex Issues,Within 1 hour
MUBS/P2/OBJ1/IDDT/MIS/S001-O48,MUBS/P2/OBJ1/IDDT/MIS/S001,8,Confirm User Satisfaction,Immediate
MUBS/P2/OBJ1/IDDT/MIS/S001-O48,MUBS/P2/OBJ1/IDDT/MIS/S001,9,Close Ticket,Within 1 Hour
MUBS/P2/OBJ1/IDDT/MIS/S001-O48,MUBS/P2/OBJ1/IDDT/MIS/S001,10,Prepare Performance Reports,Weekly
MUBS/P2/OBJ1/IDDT/MIS/S001-O49,MUBS/P2/OBJ1/IDDT/MIS/S001,1,System Monitoring,Continuously
MUBS/P2/OBJ1/IDDT/MIS/S001-O49,MUBS/P2/OBJ1/IDDT/MIS/S001,2,Conducting maintenance (preventive/predictive/corrective),as scheduled/required/instant
MUBS/P2/OBJ1/IDDT/MIS/S001-O49,MUBS/P2/OBJ1/IDDT/MIS/S001,3,Implement Maintenance Activities,as per the request
MUBS/P2/OBJ1/IDDT/MIS/S001-O49,MUBS/P2/OBJ1/IDDT/MIS/S001,4,Test and Verify functionality,Immediate
MUBS/P2/OBJ1/IDDT/MIS/S001-O49,MUBS/P2/OBJ1/IDDT/MIS/S001,5,Submit Maintenance Reports to Management,Monthly
MUBS/P2/OBJ1/IDDT/MIS/S001-O50,MUBS/P2/OBJ1/IDDT/MIS/S001,1,Monitor Systems,24/7
MUBS/P2/OBJ1/IDDT/MIS/S001-O50,MUBS/P2/OBJ1/IDDT/MIS/S001,2,Detect Threats,Immediate
MUBS/P2/OBJ1/IDDT/MIS/S001-O50,MUBS/P2/OBJ1/IDDT/MIS/S001,3,Log Incident,30 mins
MUBS/P2/OBJ1/IDDT/MIS/S001-O50,MUBS/P2/OBJ1/IDDT/MIS/S001,4,Contain Threat,1 hr
MUBS/P2/OBJ1/IDDT/MIS/S001-O50,MUBS/P2/OBJ1/IDDT/MIS/S001,5,Isolate Systems,1–2 hrs
MUBS/P2/OBJ1/IDDT/MIS/S001-O50,MUBS/P2/OBJ1/IDDT/MIS/S001,6,Investigate,24–72 hrs
MUBS/P2/OBJ1/IDDT/MIS/S001-O50,MUBS/P2/OBJ1/IDDT/MIS/S001,7,Recover Systems,1–3 days
MUBS/P2/OBJ1/IDDT/MIS/S001-O50,MUBS/P2/OBJ1/IDDT/MIS/S001,8,Restore Services,1 day
MUBS/P2/OBJ1/IDDT/MIS/S001-O50,MUBS/P2/OBJ1/IDDT/MIS/S001,9,Notify Stakeholders,24 hrs
MUBS/P2/OBJ1/IDDT/MIS/S001-O50,MUBS/P2/OBJ1/IDDT/MIS/S001,10,Document Incident,1 day
MUBS/P2/OBJ1/IDDT/MIS/S001-O50,MUBS/P2/OBJ1/IDDT/MIS/S001,11,Post-Incident Review,3–5 days
MUBS/P2/OBJ1/IDDT/MIS/S001-O50,MUBS/P2/OBJ1/IDDT/MIS/S001,12,Implement Improvements,1–2 weeks
MUBS/P2/OBJ1/IDDT/MIS/S001-O50,MUBS/P2/OBJ1/IDDT/MIS/S001,13,Conduct Security Audits,Periodic
MUBS/P2/OBJ1/IDDT/MIS/S001-O51,MUBS/P2/OBJ1/IDDT/MIS/S001,1,Receive physical items at Stores,
MUBS/P2/OBJ1/IDDT/MIS/S001-O51,MUBS/P2/OBJ1/IDDT/MIS/S001,2,"Reconcile items against delivery notes, purchase orders, and specs",
MUBS/P2/OBJ1/IDDT/MIS/S001-O51,MUBS/P2/OBJ1/IDDT/MIS/S001,3,Route specialized assets to technical units (ICT/Estates/Audit etc.) for testing,
